,ClusterID,clu_balance,clu_purchases,clu_purchasefreq,clu_purchasetrx,clu_Monthlyavgpurchase,clu_Monthlycashadvance,clu_limitusage,clu_cashadvtrx,clu_payminpaymentratio,clu_both,clu_installment,clu_one_off,clu_none,clu_creditlimit
0,0,1811.2443307196233,2280.612488211824,0.8022654109539351,33.13529198404063,193.7597536348508,67.64453256218134,0.3546160613603249,2.8081247733043164,7.264788178742101,1.0,0.0,0.0,0.0,5748.836753461372
1,1,2177.572394488995,1.8593444976076556,0.0037582746411483252,0.045933014354066985,0.15933722391377894,186.298043143055,0.5762172240856429,6.552631578947368,9.927979019409154,0.0023923444976076554,0.01722488038277512,0.0033492822966507177,0.9770334928229665,4055.5821371612437
2,2,798.267081584566,543.5835890533872,0.7030349820547328,12.05114401076716,47.56040049440123,33.474821379407835,0.2641561986091798,1.018842530282638,13.40462926282429,0.0022431583669807087,0.9977568416330193,0.0,0.0,3338.238395620457
3,3,1429.0210558116335,787.3536712913542,0.3211696376734267,7.1189967982924225,69.75827590260738,77.84348486497815,0.3787267455773843,2.8649946638207044,5.56142101258649,0.003735325506937033,0.0,0.996264674493063,0.0,4512.905630477588
